year,problem,code,title,award_evidence,source_url
2022,A,A22116460175,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,7 | A | 22116460175 | 一等奖(华为专项二等奖) | 江振国 | 宁波大学 | 严寒 | 宁波大学 | 裴翦 | 宁波大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/A/A22116460175.pdf
2022,B,B22100070171,中国研究生创新实践系列大赛,4 | B | 22100070171 | 一等奖(华为专项二等奖) | 夏云卿 | 北京理工大学 | 姚运宝 | 北京理工大学 | 陈雅洁 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22100070171.pdf
2022,B,B22102860210,中国研究生创新实践系列大赛,9 | B | 22102860210 | 一等奖 | 陈雨荷 | 东南大学 | 王牵莲 | 东南大学 | 朱弘智 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22102860210.pdf
2022,B,B22103360018,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | B | 22103360018 | 一等奖(华为专项二等奖) | 曹旭涛 | 杭州电子科技大学 | 洪江南 | 杭州电子科技大学 | 胡瑾 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22103360018.pdf
2022,B,B22104870143,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | B | 22104870143 | 一等奖(华为专项二等奖) | 徐锐 | 华中科技大学 | 李辰 | 华中科技大学 | 张世杰 | 华中科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22104870143.pdf
2022,B,B22105300030,中国研究生创新实践系列大赛,11 | B | 22105300030 | 一等奖 | 黄铭杰 | 湘潭大学 | 张慧芳 | 湘潭大学 | 稂昱星 | 湘潭大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22105300030.pdf
2022,B,B22106140009,中国研究生创新实践系列大赛,3 | B | 22106140009 | 一等奖(华为专项二等奖) | 彭松林 | 电子科技大学 | 邬云舒 | 电子科技大学 | 刘玉琴 | 电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22106140009.pdf
2022,B,B22110490001,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | B | 22110490001 | 一等奖(数模之星提名、华为专项一等奖) | 邵明振 | 淮阴工学院 | 仇宏扬 | 淮阴工学院 | 蒋令杰 | 淮阴工学院,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/B/B22110490001.pdf
2022,C,C22103190082,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,7 | C | 22103190082 | 一等奖 | 薛亦晖 | 南京师范大学 | 袁浩淼 | 南京师范大学 | 丁乙 | 南京师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22103190082.pdf
2022,C,C22103360057,中国研究生创新实践系列大赛,1 | C | 22103360057 | 一等奖(数模之星提名) | 陈盟昊 | 杭州电子科技大学 | 张琳翊 | 杭州电子科技大学 | 陈利超 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22103360057.pdf
2022,C,C22103560098,中国研究生创新实践系列大赛,2 | C | 22103560098 | 一等奖(数模之星提名) | 何健郡 | 中国计量大学 | 周美琪 | 中国计量大学 | 张滕成 | 中国计量大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22103560098.pdf
2022,C,C22105330245,中国研究生创新实践系列大赛,3 | C | 22105330245 | 一等奖 | 史瞻銘 | 中南大学 | 汪梦祥 | 中南大学 | 黄小彦 | 中南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22105330245.pdf
2022,C,C22105930028,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,6 | C | 22105930028 | 一等奖 | 叶万兴 | 广西大学 | 陈珊 | 广西大学 | 田飞宇 | 广西大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22105930028.pdf
2022,C,C22106130232,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | C | 22106130232 | 一等奖 | 俞建民 | 西南交通大学 | 赵松 | 西南交通大学 | 冯聪 | 西南交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22106130232.pdf
2022,C,C22106140003,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | C | 22106140003 | 一等奖 | 谭岩 | 电子科技大学 | 厉俊 | 电子科技大学 | 张睿智 | 电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/C/C22106140003.pdf
2022,D,D22102920026,中国研究生创新实践系列大赛,4 | D | 22102920026 | 一等奖(中兴专项二等奖) | 张铤波 | 常州大学 | 肖德豪 | 常州大学 | 陈佳璐 | 常州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22102920026.pdf
2022,D,D22102930009,中国研究生创新实践系列大赛,2 | D | 22102930009 | 一等奖(数模之星提名、中兴专项一等奖) | 缪如洋 | 南京邮电大学 | 徐声健 | 南京邮电大学 | 陈凯伦 | 南京邮电大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22102930009.pdf
2022,D,D22103360092,中国研究生创新实践系列大赛,9 | D | 22103360092 | 一等奖 | 李闻宇 | 杭州电子科技大学 | 柯伟杰 | 杭州电子科技大学 | 邱毅菲 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22103360092.pdf
2022,D,D22104760020,中国研究生创新实践系列大赛,5 | D | 22104760020 | 一等奖(中兴专项二等奖) | 桑梓航 | 河南师范大学 | 包伊莎 | 河南师范大学 | 秦梦真 | 河南师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22104760020.pdf
2022,D,D22106990096,学 校 西北工业大学,1 | D | 22106990096 | 一等奖(数模之星提名、中兴专项一等奖) | 曲雪 | 西北工业大学 | 高亦菲 | 西北工业大学 | 李一玮 | 西北工业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22106990096.pdf
2022,D,D22900310001,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,3 | D | 22900310001 | 一等奖(中兴专项二等奖) | 刘兴禄 | 清华大学深圳国际研究生院 | 赖克凡 | 清华大学深圳国际研究生院 | 曹可欣 | 清华大学深圳国际研究生院,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22900310001.pdf
2022,D,D22910040028,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | D | 22910040028 | 一等奖(中兴专项二等奖) | 陈智博 | 陆军工程大学 | 崔智超 | 陆军工程大学 | 杨宁 | 陆军工程大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/D/D22910040028.pdf
2022,E,E22103040108,中国研究生创新实践系列大赛,3 | E | 22103040108 | 一等奖 | 沈陈强 | 南通大学 | 张瑞年 | 南通大学 | 袁梦 | 南通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22103040108.pdf
2022,E,E22103350038,中国研究生创新实践系列大赛,1 | E | 22103350038 | 一等奖(数模之星提名) | 张森 | 浙江大学 | 李昂 | 浙江大学 | 李宝奎 | 浙江大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22103350038.pdf
2022,E,E22104860014,学 校 武汉大学,7 | E | 22104860014 | 一等奖 | 陈苗苗 | 武汉大学 | 孙守强 | 武汉大学 | 南思宇 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22104860014.pdf
2022,E,E22104870114,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | E | 22104870114 | 一等奖(数模之星提名) | 徐秋朦 | 华中科技大学 | 刘旭华 | 华中科技大学 | 王艺洁 | 重庆大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22104870114.pdf
2022,E,E22106110005,中国研究生创新实践系列大赛,5 | E | 22106110005 | 一等奖 | 靳晓东 | 重庆大学 | 王逸飞 | 重庆大学 | 张海峰 | 重庆大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22106110005.pdf
2022,E,E22107100039,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | E | 22107100039 | 一等奖 | 任欣宇 | 长安大学 | 赵可 | 长安大学 | 王家璇 | 长安大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/E/E22107100039.pdf
2022,F,F22100090053,中国研究生创新实践系列大赛,8 | F | 22100090053 | 一等奖 | 钟滨瑞 | 北方工业大学 | 何家欢 | 北方工业大学 | 乐治伟 | 北方工业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22100090053.pdf
2022,F,F22101470006,学 校 辽宁工程技术大学,7 | F | 22101470006 | 一等奖 | 高营辉 | 辽宁工程技术大学 | 苑祎菲 | 辽宁工程技术大学 | 贾策 | 辽宁工程技术大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22101470006.pdf
2022,F,F22102540295,学 校 上海海事大学,3 | F | 22102540295 | 一等奖 | 栗语璇 | 上海海事大学 | 李姚娜 | 上海海事大学 | 马睿 | 上海海事大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22102540295.pdf
2022,F,F22102980006,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | F | 22102980006 | 一等奖 | 管志浩 | 南京林业大学 | 王俊玲 | 南京林业大学 | 汪瑾 | 南京林业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22102980006.pdf
2022,F,F22103570053,中国研究生创新实践系列大赛,2 | F | 22103570053 | 一等奖(数模之星提名) | 李婧然 | 安徽大学 | 吴建平 | 安徽大学 | 王芮 | 安徽大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22103570053.pdf
2022,F,F22105330345,学 校 中南大学,1 | F | 22105330345 | 一等奖(数模之星提名) | 沈斌达 | 中南大学 | 周李翰 | 中南大学 | 李思 | 中南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22105330345.pdf
2022,F,F22106150018,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | F | 22106150018 | 一等奖 | 闵雪阳 | 西南石油大学 | 潘超凡 | 西南石油大学 | 张星移 | 西南石油大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2022年优秀论文/F/F22106150018.pdf
2023,A,A23100070049,中国研究生创新实践系列大赛,4 | A | 23100070049 | 一等奖(华为专项二等奖) | 李政翰 | 北京理工大学 | 刘周杰 | 北京理工大学 | 王一鸣 | 北京理工大学 || 4 | A | 23100070049 | 一等奖(华为专项二等奖) | 李政翰 | 北京理工大学 | 刘周杰 | 北京理工大学 | 王一鸣 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23100070049.pdf
2023,A,A23102470073,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,8 | A | 23102470073 | 一等奖(华为专项二等奖) | 王陈瑁 | 同济大学 | 马新一 | 同济大学 | 张映泽 | 同济大学 || 8 | A | 23102470073 | 一等奖(华为专项二等奖) | 王陈瑁 | 同济大学 | 马新一 | 同济大学 | 张映泽 | 同济大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23102470073.pdf
2023,A,A23102480015,ี ଢႿ Markov chain֥WLANଆ,7 | A | 23102480015 | 一等奖(华为专项二等奖) | 税昀昊 | 上海交通大学 | 曾卓 | 上海交通大学 | 陈晓萌 | 上海交通大学 || 7 | A | 23102480015 | 一等奖(华为专项二等奖) | 税昀昊 | 上海交通大学 | 曾卓 | 上海交通大学 | 陈晓萌 | 上海交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23102480015.pdf
2023,A,A23102860239,学 校 东南大学,5 | A | 23102860239 | 一等奖(华为专项二等奖) | 周可 | 东南大学 | 占梓翟 | 东南大学 | 曹超群 | 东南大学 || 5 | A | 23102860239 | 一等奖(华为专项二等奖) | 周可 | 东南大学 | 占梓翟 | 东南大学 | 曹超群 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23102860239.pdf
2023,A,A23102890028,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | A | 23102890028 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 丁凯星 | 江苏科技大学 | 刘文正 | 江苏科技大学 | 路航 | 江苏科技大学 || 2 | A | 23102890028 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 丁凯星 | 江苏科技大学 | 刘文正 | 江苏科技大学 | 路航 | 江苏科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23102890028.pdf
2023,A,A23103360079,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | A | 23103360079 | 一等奖(华为专项二等奖) | 周思汗 | 杭州电子科技大学 | 赵晋东 | 杭州电子科技大学 | 李子龙 | 杭州电子科技大学 || 6 | A | 23103360079 | 一等奖(华为专项二等奖) | 周思汗 | 杭州电子科技大学 | 赵晋东 | 杭州电子科技大学 | 李子龙 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23103360079.pdf
2023,A,A23103840031,中国研究生创新实践系列大赛,10 | A | 23103840031 | 一等奖 | 陈一帆 | 厦门大学 | 朱运俊 | 厦门大学 | 陈宏毅 | 厦门大学 || 10 | A | 23103840031 | 一等奖 | 陈一帆 | 厦门大学 | 朱运俊 | 厦门大学 | 陈宏毅 | 厦门大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23103840031.pdf
2023,A,A23104220005,学 校 山东大学,3 | A | 23104220005 | 一等奖(华为专项二等奖) | 汪健 | 山东大学 | 李昌盛 | 山东大学 | 高一凡 | 山东大学 || 3 | A | 23104220005 | 一等奖(华为专项二等奖) | 汪健 | 山东大学 | 李昌盛 | 山东大学 | 高一凡 | 山东大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23104220005.pdf
2023,A,A23104860166,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,9 | A | 23104860166 | 一等奖 | 刘芮 | 武汉大学 | 彭依妮 | 武汉大学 | 赵子龙 | 武汉大学 || 9 | A | 23104860166 | 一等奖 | 刘芮 | 武汉大学 | 彭依妮 | 武汉大学 | 赵子龙 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23104860166.pdf
2023,A,A23105330383,中国研究生创新实践系列大赛,1 | A | 23105330383 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 柳昭宇 | 中南大学 | 姚锦 | 中南大学 | 周浩堋 | 中南大学 || 1 | A | 23105330383 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 柳昭宇 | 中南大学 | 姚锦 | 中南大学 | 周浩堋 | 中南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/A/A23105330383.pdf
2023,B,B23100070010,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,2 | B | 23100070010 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 吴志伟 | 北京理工大学 | 彭皓崧 | 北京理工大学 | 郭睿琦 | 北京理工大学 || 2 | B | 23100070010 | 一等奖(提名参加“数模之星”答辩、华为专项一等奖) | 吴志伟 | 北京理工大学 | 彭皓崧 | 北京理工大学 | 郭睿琦 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23100070010.pdf
2023,B,B23100070173,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | B | 23100070173 | 一等奖(华为专项二等奖) | 吴瀚 | 北京理工大学 | 王奕润 | 北京理工大学 | 张逸康 | 北京理工大学 || 5 | B | 23100070173 | 一等奖(华为专项二等奖) | 吴瀚 | 北京理工大学 | 王奕润 | 北京理工大学 | 张逸康 | 北京理工大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23100070173.pdf
2023,B,B23102870003,中国研究生创新实践系列大赛中国研究生创新实践系列大赛,7 | B | 23102870003 | 一等奖(华为专项二等奖) | 吴日新 | 南京航空航天大学 | 董昌龙 | 南京航空航天大学 | 赵佳亮 | 南京航空航天大学 || 7 | B | 23102870003 | 一等奖(华为专项二等奖) | 吴日新 | 南京航空航天大学 | 董昌龙 | 南京航空航天大学 | 赵佳亮 | 南京航空航天大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23102870003.pdf
2023,B,B23102870182,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,8 | B | 23102870182 | 一等奖(华为专项二等奖) | 胡倬辰 | 南京航空航天大学 | 陈小彤 | 南京航空航天大学 | 符洋 | 南京航空航天大学 || 8 | B | 23102870182 | 一等奖(华为专项二等奖) | 胡倬辰 | 南京航空航天大学 | 陈小彤 | 南京航空航天大学 | 符洋 | 南京航空航天大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23102870182.pdf
2023,B,B23103360062,学 校 杭州电子科技大学,3 | B | 23103360062 | 一等奖(华为专项二等奖) | 纪桂宝 | 杭州电子科技大学 | 曹潘涛 | 杭州电子科技大学 | 邱靖颖 | 杭州电子科技大学 || 3 | B | 23103360062 | 一等奖(华为专项二等奖) | 纪桂宝 | 杭州电子科技大学 | 曹潘涛 | 杭州电子科技大学 | 邱靖颖 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23103360062.pdf
2023,B,B23104860044,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,4 | B | 23104860044 | 一等奖(华为专项二等奖) | 谢学林 | 武汉大学 | 王何百旭 | 武汉大学 | 郑依凡 | 武汉大学 || 4 | B | 23104860044 | 一等奖(华为专项二等奖) | 谢学林 | 武汉大学 | 王何百旭 | 武汉大学 | 郑依凡 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23104860044.pdf
2023,B,B23105580005,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,6 | B | 23105580005 | 一等奖(华为专项二等奖) | 罗思远 | 中山大学 | 柳文涛 | 中山大学 | 欧瀚祺 | 中山大学 || 6 | B | 23105580005 | 一等奖(华为专项二等奖) | 罗思远 | 中山大学 | 柳文涛 | 中山大学 | 欧瀚祺 | 中山大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23105580005.pdf
2023,B,B23106140164,中国研究生创新实践系列大赛,9 | B | 23106140164 | 一等奖 | 李紫荆 | 电子科技大学 | 何诗宇 | 电子科技大学 | 龙子璇 | 电子科技大学 || 9 | B | 23106140164 | 一等奖 | 李紫荆 | 电子科技大学 | 何诗宇 | 电子科技大学 | 龙子璇 | 电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23106140164.pdf
2023,B,B23111170006,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,10 | B | 23111170006 | 一等奖 | 王鑫雨 | 扬州大学 | 林鹏 | 扬州大学 | 陈志成 | 扬州大学 || 10 | B | 23111170006 | 一等奖 | 王鑫雨 | 扬州大学 | 林鹏 | 扬州大学 | 陈志成 | 扬州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/B/B23111170006.pdf
2023,C,C23102540029,中国研究生创新实践系列大赛,4 | C | 23102540029 | 一等奖 | 刘艺 | 上海海事大学 | 黎禧妮 | 上海海事大学 | 陈振华 | 上海海事大学 || 4 | C | 23102540029 | 一等奖 | 刘艺 | 上海海事大学 | 黎禧妮 | 上海海事大学 | 陈振华 | 上海海事大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23102540029.pdf
2023,C,C23102890004,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,5 | C | 23102890004 | 一等奖 | 张子俨 | 江苏科技大学 | 周文 | 江苏科技大学 | 何铮 | 江苏科技大学 || 5 | C | 23102890004 | 一等奖 | 张子俨 | 江苏科技大学 | 周文 | 江苏科技大学 | 何铮 | 江苏科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23102890004.pdf
2023,C,C23102980125,中国研究生创新实践系列大赛,6 | C | 23102980125 | 一等奖 | 徐溢琪 | 南京林业大学 | 张志伟 | 南京林业大学 | 王昕 | 南京林业大学 || 6 | C | 23102980125 | 一等奖 | 徐溢琪 | 南京林业大学 | 张志伟 | 南京林业大学 | 王昕 | 南京林业大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23102980125.pdf
2023,C,C23103360083,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,1 | C | 23103360083 | 一等奖(提名参加“数模之星”答辩) | 张辉 | 杭州电子科技大学 | 赵青蕾 | 杭州电子科技大学 | 孙一帆 | 杭州电子科技大学 || 1 | C | 23103360083 | 一等奖(提名参加“数模之星”答辩) | 张辉 | 杭州电子科技大学 | 赵青蕾 | 杭州电子科技大学 | 孙一帆 | 杭州电子科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23103360083.pdf
2023,C,C23103510013,中国研究生创新实践系列大赛,3 | C | 23103510013 | 一等奖 | 吴玉龙 | 温州大学 | 范永希 | 温州大学 | 吴欣怡 | 温州大学 || 3 | C | 23103510013 | 一等奖 | 吴玉龙 | 温州大学 | 范永希 | 温州大学 | 吴欣怡 | 温州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23103510013.pdf
2023,C,C23104080013,学 校 景德镇陶瓷大学,7 | C | 23104080013 | 一等奖 | 季平 | 景德镇陶瓷大学 | 刘泉 | 景德镇陶瓷大学 | 曹晓静 | 景德镇陶瓷大学 || 7 | C | 23104080013 | 一等奖 | 季平 | 景德镇陶瓷大学 | 刘泉 | 景德镇陶瓷大学 | 曹晓静 | 景德镇陶瓷大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23104080013.pdf
2023,C,C23106130016,中国研究生创新实践系列大赛,9 | C | 23106130016 | 一等奖 | 乌宇航 | 西南交通大学 | 黄盛炜 | 西南交通大学 | 王睿琛 | 西南交通大学 || 9 | C | 23106130016 | 一等奖 | 乌宇航 | 西南交通大学 | 黄盛炜 | 西南交通大学 | 王睿琛 | 西南交通大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23106130016.pdf
2023,C,C23106570312,中中国国研研究究生生创创新新实实践践系系··列列大大赛赛,8 | C | 23106570312 | 一等奖 | 段晓曼 | 贵州大学 | 谭朝莎 | 贵州大学 | 罗佳龙 | 贵州大学 || 8 | C | 23106570312 | 一等奖 | 段晓曼 | 贵州大学 | 谭朝莎 | 贵州大学 | 罗佳龙 | 贵州大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23106570312.pdf
2023,C,C23107120024,学 校 西北农林科技大学,10 | C | 23107120024 | 一等奖 | 李馨宇 | 西北农林科技大学 | 杨磊 | 西北农林科技大学 | 苗园爽 | 西北农林科技大学 || 10 | C | 23107120024 | 一等奖 | 李馨宇 | 西北农林科技大学 | 杨磊 | 西北农林科技大学 | 苗园爽 | 西北农林科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23107120024.pdf
2023,C,C23910020010,中国光谷· “华为杯”第二十届中国研究生中国光谷· “华为杯”第二十届中国研究生,2 | C | 23910020010 | 一等奖(提名参加“数模之星”答辩) | 黎磊 | 国防科技大学 | 谭云雷 | 国防科技大学 | 姚雪湄 | 国防科技大学 || 2 | C | 23910020010 | 一等奖(提名参加“数模之星”答辩) | 黎磊 | 国防科技大学 | 谭云雷 | 国防科技大学 | 姚雪湄 | 国防科技大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/C/C23910020010.pdf
2023,D,D23100060041,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,8 | D | 23100060041 | 一等奖 | 齐芷璇 | 北京航空航天大学 | 张嘉仪 | 北京航空航天大学 | 赵悦 | 北京航空航天大学 || 8 | D | 23100060041 | 一等奖 | 齐芷璇 | 北京航空航天大学 | 张嘉仪 | 北京航空航天大学 | 赵悦 | 北京航空航天大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23100060041.pdf
2023,D,D23102690008,中国研究生创新实践系列大赛,6 | D | 23102690008 | 一等奖 | 杨蔚昭 | 华东师范大学 | 黄心清 | 华东师范大学 | 万雨晗 | 华东师范大学 || 6 | D | 23102690008 | 一等奖 | 杨蔚昭 | 华东师范大学 | 黄心清 | 华东师范大学 | 万雨晗 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23102690008.pdf
2023,D,D23102860126,学 校 东南大学,5 | D | 23102860126 | 一等奖 | 孙欣然 | 东南大学 | 艾俊杰 | 东南大学 | 石峰 | 东南大学 || 5 | D | 23102860126 | 一等奖 | 孙欣然 | 东南大学 | 艾俊杰 | 东南大学 | 石峰 | 东南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23102860126.pdf
2023,D,D23103560099,中国研究生创新实践系列大赛,7 | D | 23103560099 | 一等奖 | 姚东鑫 | 中国计量大学 | 吴松泽 | 中国计量大学 | 陈昕航 | 中国计量大学 || 7 | D | 23103560099 | 一等奖 | 姚东鑫 | 中国计量大学 | 吴松泽 | 中国计量大学 | 陈昕航 | 中国计量大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23103560099.pdf
2023,D,D23104860011,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,10 | D | 23104860011 | 一等奖 | 彭斌 | 武汉大学 | 刘嘉伟 | 武汉大学 | 李旭哲 | 武汉大学 || 10 | D | 23104860011 | 一等奖 | 彭斌 | 武汉大学 | 刘嘉伟 | 武汉大学 | 李旭哲 | 武汉大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23104860011.pdf
2023,D,D23105330094,学 校 中南大学，华东师范大学[2],2 | D | 23105330094 | 一等奖(提名参加“数模之星”答辩) | 张睿璇 | 中南大学 | 曹婉婷 | 中南大学 | 朱加利 | 华东师范大学 || 2 | D | 23105330094 | 一等奖(提名参加“数模之星”答辩) | 张睿璇 | 中南大学 | 曹婉婷 | 中南大学 | 朱加利 | 华东师范大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23105330094.pdf
2023,D,D23106350004,中中国国研研究究生生创创新新实实践践系系列列大大赛赛,1 | D | 23106350004 | 一等奖(提名参加“数模之星”答辩) | 钟帅 | 西南大学 | 李诗慧 | 西南大学 | 周泓汛 | 西南大学 || 1 | D | 23106350004 | 一等奖(提名参加“数模之星”答辩) | 钟帅 | 西南大学 | 李诗慧 | 西南大学 | 周泓汛 | 西南大学,https://github.com/zhanwen/MathModel/blob/master/国赛论文/2023年优秀论文/D/D23106350004.pdf
